chromosome	start	end	region_name
chr6	29439305	29439307	chr6_29439305_29439307_predictions
chr6	29457070	29457072	chr6_29457070_29457072_predictions
chr6	29457154	29457156	chr6_29457154_29457156_predictions
chr6	29487955	29487957	chr6_29487955_29487957_predictions
chr6	29550406	29550408	chr6_29550406_29550408_predictions
chr6	29559731	29559733	chr6_29559731_29559733_predictions
chr6	29585120	29585122	chr6_29585120_29585122_predictions
chr6	29633182	29633184	chr6_29633182_29633184_predictions
chr6	29657091	29657093	chr6_29657091_29657093_predictions
chr6	29681151	29681153	chr6_29681151_29681153_predictions
chr6	2971566	2971568	chr6_2971566_2971568_predictions
chr6	29723433	29723435	chr6_29723433_29723435_predictions
chr6	29827824	29827826	chr6_29827824_29827826_predictions
chr6	29942531	29942533	chr6_29942531_29942533_predictions
chr6	2999893	2999895	chr6_2999893_2999895_predictions
chr6	30061264	30061266	chr6_30061264_30061266_predictions
chr6	30067197	30067199	chr6_30067197_30067199_predictions
chr6	30075768	30075770	chr6_30075768_30075770_predictions
chr6	30113089	30113091	chr6_30113089_30113091_predictions
chr6	30136139	30136141	chr6_30136139_30136141_predictions
chr6	30161210	30161212	chr6_30161210_30161212_predictions
chr6	30163545	30163547	chr6_30163545_30163547_predictions
chr6	30213405	30213407	chr6_30213405_30213407_predictions
chr6	30326926	30326928	chr6_30326926_30326928_predictions
chr6	30328906	30328908	chr6_30328906_30328908_predictions
chr6	30345155	30345157	chr6_30345155_30345157_predictions
chr6	30489508	30489510	chr6_30489508_30489510_predictions
chr6	30556488	30556490	chr6_30556488_30556490_predictions
chr6	30557294	30557296	chr6_30557294_30557296_predictions
chr6	30571441	30571443	chr6_30571441_30571443_predictions
chr6	30617242	30617244	chr6_30617242_30617244_predictions
chr6	30617839	30617841	chr6_30617839_30617841_predictions
chr6	30626873	30626875	chr6_30626873_30626875_predictions
chr6	30647132	30647134	chr6_30647132_30647134_predictions
chr6	30673005	30673007	chr6_30673005_30673007_predictions
chr6	3068493	3068495	chr6_3068493_3068495_predictions
chr6	30686644	30686646	chr6_30686644_30686646_predictions
chr6	30690983	30690985	chr6_30690983_30690985_predictions
chr6	30717280	30717282	chr6_30717280_30717282_predictions
chr6	30720351	30720353	chr6_30720351_30720353_predictions
chr6	30742686	30742688	chr6_30742686_30742688_predictions
chr6	30744546	30744548	chr6_30744546_30744548_predictions
chr6	30884518	30884520	chr6_30884518_30884520_predictions
chr6	30908206	30908208	chr6_30908206_30908208_predictions
chr6	30914237	30914239	chr6_30914237_30914239_predictions
chr6	30932169	30932171	chr6_30932169_30932171_predictions
chr6	30940972	30940974	chr6_30940972_30940974_predictions
chr6	30983717	30983719	chr6_30983717_30983719_predictions
chr6	31010473	31010475	chr6_31010473_31010475_predictions
chr6	31054329	31054331	chr6_31054329_31054331_predictions
chr6	31112574	31112576	chr6_31112574_31112576_predictions
chr6	31114799	31114801	chr6_31114799_31114801_predictions
chr6	31120445	31120447	chr6_31120445_31120447_predictions
chr6	31139065	31139067	chr6_31139065_31139067_predictions
chr6	31157801	31157803	chr6_31157801_31157803_predictions
chr6	31158588	31158590	chr6_31158588_31158590_predictions
chr6	31170681	31170683	chr6_31170681_31170683_predictions
chr6	3118710	3118712	chr6_3118710_3118712_predictions
chr6	31272091	31272093	chr6_31272091_31272093_predictions
chr6	31357178	31357180	chr6_31357178_31357180_predictions
chr6	31403594	31403596	chr6_31403594_31403596_predictions
chr6	31498144	31498146	chr6_31498144_31498146_predictions
chr6	31528961	31528963	chr6_31528961_31528963_predictions
chr6	31542002	31542004	chr6_31542002_31542004_predictions
chr6	31546607	31546609	chr6_31546607_31546609_predictions
chr6	31547607	31547609	chr6_31547607_31547609_predictions
chr6	31572288	31572290	chr6_31572288_31572290_predictions
chr6	3157543	3157545	chr6_3157543_3157545_predictions
chr6	31575564	31575566	chr6_31575564_31575566_predictions
chr6	31582423	31582425	chr6_31582423_31582425_predictions
chr6	31586276	31586278	chr6_31586276_31586278_predictions
chr6	31593005	31593007	chr6_31593005_31593007_predictions
chr6	31615233	31615235	chr6_31615233_31615235_predictions
chr6	31620714	31620716	chr6_31620714_31620716_predictions
chr6	31622773	31622775	chr6_31622773_31622775_predictions
chr6	31623873	31623875	chr6_31623873_31623875_predictions
chr6	31652660	31652662	chr6_31652660_31652662_predictions
chr6	31655893	31655895	chr6_31655893_31655895_predictions
chr6	31660777	31660779	chr6_31660777_31660779_predictions
chr6	31664996	31664998	chr6_31664996_31664998_predictions
chr6	31666079	31666081	chr6_31666079_31666081_predictions
chr6	31666101	31666103	chr6_31666101_31666103_predictions
chr6	31669975	31669977	chr6_31669975_31669977_predictions
chr6	31681066	31681068	chr6_31681066_31681068_predictions
chr6	31703323	31703325	chr6_31703323_31703325_predictions
chr6	31706865	31706867	chr6_31706865_31706867_predictions
chr6	31706903	31706905	chr6_31706903_31706905_predictions
chr6	31715347	31715349	chr6_31715347_31715349_predictions
chr6	31721745	31721747	chr6_31721745_31721747_predictions
chr6	31723372	31723374	chr6_31723372_31723374_predictions
chr6	31729298	31729300	chr6_31729298_31729300_predictions
chr6	31736529	31736531	chr6_31736529_31736531_predictions
chr6	31740004	31740006	chr6_31740004_31740006_predictions
chr6	31762655	31762657	chr6_31762655_31762657_predictions
chr6	31777327	31777329	chr6_31777327_31777329_predictions
chr6	31795751	31795753	chr6_31795751_31795753_predictions
chr6	31806965	31806967	chr6_31806965_31806967_predictions
chr6	31815282	31815284	chr6_31815282_31815284_predictions
chr6	31815542	31815544	chr6_31815542_31815544_predictions
chr6	31827737	31827739	chr6_31827737_31827739_predictions
chr6	31862820	31862822	chr6_31862820_31862822_predictions
chr6	31878996	31878998	chr6_31878996_31878998_predictions
chr6	31897697	31897699	chr6_31897697_31897699_predictions
chr6	31902085	31902087	chr6_31902085_31902087_predictions
chr6	31927697	31927699	chr6_31927697_31927699_predictions
chr6	31927716	31927718	chr6_31927716_31927718_predictions
chr6	31946094	31946096	chr6_31946094_31946096_predictions
chr6	31958970	31958972	chr6_31958970_31958972_predictions
chr6	31959174	31959176	chr6_31959174_31959176_predictions
chr6	31972137	31972139	chr6_31972137_31972139_predictions
chr6	31972362	31972364	chr6_31972362_31972364_predictions
chr6	31982056	31982058	chr6_31982056_31982058_predictions
chr6	32014794	32014796	chr6_32014794_32014796_predictions
chr6	32038414	32038416	chr6_32038414_32038416_predictions
chr6	32109337	32109339	chr6_32109337_32109339_predictions
chr6	32128245	32128247	chr6_32128245_32128247_predictions
chr6	32130287	32130289	chr6_32130287_32130289_predictions
chr6	32151938	32151940	chr6_32151938_32151940_predictions
chr6	32154140	32154142	chr6_32154140_32154142_predictions
chr6	32154372	32154374	chr6_32154372_32154374_predictions
chr6	32164594	32164596	chr6_32164594_32164596_predictions
chr6	32176083	32176085	chr6_32176083_32176085_predictions
chr6	32178404	32178406	chr6_32178404_32178406_predictions
chr6	32184252	32184254	chr6_32184252_32184254_predictions
chr6	32190201	32190203	chr6_32190201_32190203_predictions
chr6	32192642	32192644	chr6_32192642_32192644_predictions
chr6	32224066	32224068	chr6_32224066_32224068_predictions
chr6	3227652	3227654	chr6_3227652_3227654_predictions
chr6	32371902	32371904	chr6_32371902_32371904_predictions
chr6	32407180	32407182	chr6_32407180_32407182_predictions
chr6	32439886	32439888	chr6_32439886_32439888_predictions
chr6	32530286	32530288	chr6_32530286_32530288_predictions
chr6	3258946	3258948	chr6_3258946_3258948_predictions
chr6	32589847	32589849	chr6_32589847_32589849_predictions
chr6	32637405	32637407	chr6_32637405_32637407_predictions
chr6	32666656	32666658	chr6_32666656_32666658_predictions
chr6	32741390	32741392	chr6_32741390_32741392_predictions
chr6	32763531	32763533	chr6_32763531_32763533_predictions
chr6	32817001	32817003	chr6_32817001_32817003_predictions
chr6	32838738	32838740	chr6_32838738_32838740_predictions
chr6	32838821	32838823	chr6_32838821_32838823_predictions
chr6	32844046	32844048	chr6_32844046_32844048_predictions
chr6	32853703	32853705	chr6_32853703_32853705_predictions
chr6	32854191	32854193	chr6_32854191_32854193_predictions
chr6	32941027	32941029	chr6_32941027_32941029_predictions
chr6	32953096	32953098	chr6_32953096_32953098_predictions
chr6	32953121	32953123	chr6_32953121_32953123_predictions
chr6	32968593	32968595	chr6_32968593_32968595_predictions
chr6	33009590	33009592	chr6_33009590_33009592_predictions
chr6	33075989	33075991	chr6_33075989_33075991_predictions
chr6	33080709	33080711	chr6_33080709_33080711_predictions
chr6	33192466	33192468	chr6_33192466_33192468_predictions
chr6	33200664	33200666	chr6_33200664_33200666_predictions
chr6	33200866	33200868	chr6_33200866_33200868_predictions
chr6	33204654	33204656	chr6_33204654_33204656_predictions
chr6	33208499	33208501	chr6_33208499_33208501_predictions
chr6	33271875	33271877	chr6_33271875_33271877_predictions
chr6	33272074	33272076	chr6_33272074_33272076_predictions
chr6	33277122	33277124	chr6_33277122_33277124_predictions
chr6	33289238	33289240	chr6_33289238_33289240_predictions
chr6	33289600	33289602	chr6_33289600_33289602_predictions
chr6	33298941	33298943	chr6_33298941_33298943_predictions
chr6	33314077	33314079	chr6_33314077_33314079_predictions
chr6	33317743	33317745	chr6_33317743_33317745_predictions
chr6	33322958	33322960	chr6_33322958_33322960_predictions
chr6	33329278	33329280	chr6_33329278_33329280_predictions
chr6	33391822	33391824	chr6_33391822_33391824_predictions
chr6	33411013	33411015	chr6_33411013_33411015_predictions
chr6	33418106	33418108	chr6_33418106_33418108_predictions
chr6	33420064	33420066	chr6_33420064_33420066_predictions
chr6	33454575	33454577	chr6_33454575_33454577_predictions
chr6	33580275	33580277	chr6_33580275_33580277_predictions
chr6	33621321	33621323	chr6_33621321_33621323_predictions
chr6	33711699	33711701	chr6_33711699_33711701_predictions
chr6	33746904	33746906	chr6_33746904_33746906_predictions
chr6	33789129	33789131	chr6_33789129_33789131_predictions
chr6	33804002	33804004	chr6_33804002_33804004_predictions
chr6	34146086	34146088	chr6_34146086_34146088_predictions
chr6	34236872	34236874	chr6_34236872_34236874_predictions
chr6	34249005	34249007	chr6_34249005_34249007_predictions
chr6	34392668	34392670	chr6_34392668_34392670_predictions
chr6	34426068	34426070	chr6_34426068_34426070_predictions
chr6	34426070	34426072	chr6_34426070_34426072_predictions
chr6	34466075	34466077	chr6_34466075_34466077_predictions
chr6	34556328	34556330	chr6_34556328_34556330_predictions
chr6	3457049	3457051	chr6_3457049_3457051_predictions
chr6	34696766	34696768	chr6_34696766_34696768_predictions
chr6	34757504	34757506	chr6_34757504_34757506_predictions
chr6	34792082	34792084	chr6_34792082_34792084_predictions
chr6	34888041	34888043	chr6_34888041_34888043_predictions
chr6	34889254	34889256	chr6_34889254_34889256_predictions
chr6	35141338	35141340	chr6_35141338_35141340_predictions
chr6	35213955	35213957	chr6_35213955_35213957_predictions
chr6	35259734	35259736	chr6_35259734_35259736_predictions
chr6	35297817	35297819	chr6_35297817_35297819_predictions
chr6	35342557	35342559	chr6_35342557_35342559_predictions
chr6	35452337	35452339	chr6_35452337_35452339_predictions
chr6	35468400	35468402	chr6_35468400_35468402_predictions
chr6	35497078	35497080	chr6_35497078_35497080_predictions
chr6	35512895	35512897	chr6_35512895_35512897_predictions
chr6	35688914	35688916	chr6_35688914_35688916_predictions
chr6	35737031	35737033	chr6_35737031_35737033_predictions
chr6	35776597	35776599	chr6_35776597_35776599_predictions
chr6	35781018	35781020	chr6_35781018_35781020_predictions
chr6	35797322	35797324	chr6_35797322_35797324_predictions
chr6	35805351	35805353	chr6_35805351_35805353_predictions
chr6	35921097	35921099	chr6_35921097_35921099_predictions
chr6	36024640	36024642	chr6_36024640_36024642_predictions
chr6	36027807	36027809	chr6_36027807_36027809_predictions
chr6	36130512	36130514	chr6_36130512_36130514_predictions
chr6	36196743	36196745	chr6_36196743_36196745_predictions
chr6	36270059	36270061	chr6_36270059_36270061_predictions
chr6	36336887	36336889	chr6_36336887_36336889_predictions
chr6	36387668	36387670	chr6_36387668_36387670_predictions
chr6	36442853	36442855	chr6_36442853_36442855_predictions
chr6	36442999	36443001	chr6_36442999_36443001_predictions
chr6	36547478	36547480	chr6_36547478_36547480_predictions
chr6	36594361	36594363	chr6_36594361_36594363_predictions
chr6	36678713	36678715	chr6_36678713_36678715_predictions
chr6	36697825	36697827	chr6_36697825_36697827_predictions
chr6	36839443	36839445	chr6_36839443_36839445_predictions
chr6	36874802	36874804	chr6_36874802_36874804_predictions
chr6	36885951	36885953	chr6_36885951_36885953_predictions
chr6	36954737	36954739	chr6_36954737_36954739_predictions
chr6	36986195	36986197	chr6_36986195_36986197_predictions
chr6	37005654	37005656	chr6_37005654_37005656_predictions
chr6	37170151	37170153	chr6_37170151_37170153_predictions
chr6	37257771	37257773	chr6_37257771_37257773_predictions
chr6	37258143	37258145	chr6_37258143_37258145_predictions
chr6	37353982	37353984	chr6_37353982_37353984_predictions
chr6	37433220	37433222	chr6_37433220_37433222_predictions
chr6	37499892	37499894	chr6_37499892_37499894_predictions
chr6	3751712	3751714	chr6_3751712_3751714_predictions
chr6	37697882	37697884	chr6_37697882_37697884_predictions
chr6	37819726	37819728	chr6_37819726_37819728_predictions
chr6	3849372	3849374	chr6_3849372_3849374_predictions
chr6	38639928	38639930	chr6_38639928_38639930_predictions
chr6	38703144	38703146	chr6_38703144_38703146_predictions
chr6	38715310	38715312	chr6_38715310_38715312_predictions
chr6	39048780	39048782	chr6_39048780_39048782_predictions
chr6	39115185	39115187	chr6_39115185_39115187_predictions
chr6	391751	391753	chr6_391751_391753_predictions
chr6	39229474	39229476	chr6_39229474_39229476_predictions
chr6	39314418	39314420	chr6_39314418_39314420_predictions
chr6	39322701	39322703	chr6_39322701_39322703_predictions
chr6	39725407	39725409	chr6_39725407_39725409_predictions
chr6	39792375	39792377	chr6_39792375_39792377_predictions
chr6	39934461	39934463	chr6_39934461_39934463_predictions
chr6	4021299	4021301	chr6_4021299_4021301_predictions
chr6	40587363	40587365	chr6_40587363_40587365_predictions
chr6	4079136	4079138	chr6_4079136_4079138_predictions
chr6	41039220	41039222	chr6_41039220_41039222_predictions
chr6	41042466	41042468	chr6_41042466_41042468_predictions
chr6	41053201	41053203	chr6_41053201_41053203_predictions
chr6	41072355	41072357	chr6_41072355_41072357_predictions
chr6	41072973	41072975	chr6_41072973_41072975_predictions
chr6	41154346	41154348	chr6_41154346_41154348_predictions
chr6	41163115	41163117	chr6_41163115_41163117_predictions
chr6	41201148	41201150	chr6_41201148_41201150_predictions
chr6	41228348	41228350	chr6_41228348_41228350_predictions
chr6	41286681	41286683	chr6_41286681_41286683_predictions
chr6	41335607	41335609	chr6_41335607_41335609_predictions
chr6	4135574	4135576	chr6_4135574_4135576_predictions
chr6	41546380	41546382	chr6_41546380_41546382_predictions
chr6	41638467	41638469	chr6_41638467_41638469_predictions
chr6	41735607	41735609	chr6_41735607_41735609_predictions
chr6	41747396	41747398	chr6_41747396_41747398_predictions
chr6	41779899	41779901	chr6_41779899_41779901_predictions
chr6	41780781	41780783	chr6_41780781_41780783_predictions
chr6	41787693	41787695	chr6_41787693_41787695_predictions
chr6	41895374	41895376	chr6_41895374_41895376_predictions
chr6	41921138	41921140	chr6_41921138_41921140_predictions
chr6	41921498	41921500	chr6_41921498_41921500_predictions
chr6	41941807	41941809	chr6_41941807_41941809_predictions
chr6	42050523	42050525	chr6_42050523_42050525_predictions
chr6	42142619	42142621	chr6_42142619_42142621_predictions
chr6	42155405	42155407	chr6_42155405_42155407_predictions
chr6	42173363	42173365	chr6_42173363_42173365_predictions
chr6	42194955	42194957	chr6_42194955_42194957_predictions
chr6	42217860	42217862	chr6_42217860_42217862_predictions
chr6	42451925	42451927	chr6_42451925_42451927_predictions
chr6	42564028	42564030	chr6_42564028_42564030_predictions
chr6	42722596	42722598	chr6_42722596_42722598_predictions
chr6	42746102	42746104	chr6_42746102_42746104_predictions
chr6	42782051	42782053	chr6_42782051_42782053_predictions
chr6	42879615	42879617	chr6_42879615_42879617_predictions
chr6	42890820	42890822	chr6_42890820_42890822_predictions
chr6	42916052	42916054	chr6_42916052_42916054_predictions
chr6	42929479	42929481	chr6_42929479_42929481_predictions
chr6	42960753	42960755	chr6_42960753_42960755_predictions
chr6	42979180	42979182	chr6_42979180_42979182_predictions
chr6	42984569	42984571	chr6_42984569_42984571_predictions
chr6	43013945	43013947	chr6_43013945_43013947_predictions
chr6	43014248	43014250	chr6_43014248_43014250_predictions
chr6	43021622	43021624	chr6_43021622_43021624_predictions
chr6	43053850	43053852	chr6_43053850_43053852_predictions
chr6	43059433	43059435	chr6_43059433_43059435_predictions
chr6	43059630	43059632	chr6_43059630_43059632_predictions
chr6	43076313	43076315	chr6_43076313_43076315_predictions
chr6	43171268	43171270	chr6_43171268_43171270_predictions
chr6	43182195	43182197	chr6_43182195_43182197_predictions
chr6	43229480	43229482	chr6_43229480_43229482_predictions
chr6	43243480	43243482	chr6_43243480_43243482_predictions
chr6	43298259	43298261	chr6_43298259_43298261_predictions
chr6	43308825	43308827	chr6_43308825_43308827_predictions
chr6	43369646	43369648	chr6_43369646_43369648_predictions
chr6	43427540	43427542	chr6_43427540_43427542_predictions
chr6	43455547	43455549	chr6_43455547_43455549_predictions
chr6	43477569	43477571	chr6_43477569_43477571_predictions
chr6	43510345	43510347	chr6_43510345_43510347_predictions
chr6	43516925	43516927	chr6_43516925_43516927_predictions
chr6	43517088	43517090	chr6_43517088_43517090_predictions
chr6	43576037	43576039	chr6_43576037_43576039_predictions
chr6	43576184	43576186	chr6_43576184_43576186_predictions
chr6	43629263	43629265	chr6_43629263_43629265_predictions
chr6	43635839	43635841	chr6_43635839_43635841_predictions
chr6	43645035	43645037	chr6_43645035_43645037_predictions
chr6	43687790	43687792	chr6_43687790_43687792_predictions
chr6	43770210	43770212	chr6_43770210_43770212_predictions
chr6	44127451	44127453	chr6_44127451_44127453_predictions
chr6	44127553	44127555	chr6_44127553_44127555_predictions
chr6	44158819	44158821	chr6_44158819_44158821_predictions
chr6	44216925	44216927	chr6_44216925_44216927_predictions
chr6	44223594	44223596	chr6_44223594_44223596_predictions
chr6	44247100	44247102	chr6_44247100_44247102_predictions
chr6	44257527	44257529	chr6_44257527_44257529_predictions
chr6	44265550	44265552	chr6_44265550_44265552_predictions
chr6	44270449	44270451	chr6_44270449_44270451_predictions
chr6	44297697	44297699	chr6_44297697_44297699_predictions
chr6	44313346	44313348	chr6_44313346_44313348_predictions
chr6	44342649	44342651	chr6_44342649_44342651_predictions
chr6	44387705	44387707	chr6_44387705_44387707_predictions
chr6	45328329	45328331	chr6_45328329_45328331_predictions
chr6	45377933	45377935	chr6_45377933_45377935_predictions
chr6	46015859	46015861	chr6_46015859_46015861_predictions
chr6	46129988	46129990	chr6_46129988_46129990_predictions
chr6	46170979	46170981	chr6_46170979_46170981_predictions
chr6	46491448	46491450	chr6_46491448_46491450_predictions
chr6	46652817	46652819	chr6_46652817_46652819_predictions
chr6	46652974	46652976	chr6_46652974_46652976_predictions
chr6	46687884	46687886	chr6_46687884_46687886_predictions
chr6	46735374	46735376	chr6_46735374_46735376_predictions
chr6	46746932	46746934	chr6_46746932_46746934_predictions
chr6	46793388	46793390	chr6_46793388_46793390_predictions
chr6	46921937	46921939	chr6_46921937_46921939_predictions
chr6	47042331	47042333	chr6_47042331_47042333_predictions
chr6	47309904	47309906	chr6_47309904_47309906_predictions
chr6	47477788	47477790	chr6_47477788_47477790_predictions
chr6	47698579	47698581	chr6_47698579_47698581_predictions
chr6	4776403	4776405	chr6_4776403_4776405_predictions
chr6	47782031	47782033	chr6_47782031_47782033_predictions
chr6	48111196	48111198	chr6_48111196_48111198_predictions
chr6	49463252	49463254	chr6_49463252_49463254_predictions
chr6	49463369	49463371	chr6_49463369_49463371_predictions
chr6	49499922	49499924	chr6_49499922_49499924_predictions
chr6	49550667	49550669	chr6_49550667_49550669_predictions
chr6	49636838	49636840	chr6_49636838_49636840_predictions
chr6	49713542	49713544	chr6_49713542_49713544_predictions
chr6	49744387	49744389	chr6_49744387_49744389_predictions
chr6	49787284	49787286	chr6_49787284_49787286_predictions
chr6	49866534	49866536	chr6_49866534_49866536_predictions
chr6	49964163	49964165	chr6_49964163_49964165_predictions
chr6	49969624	49969626	chr6_49969624_49969626_predictions
chr6	50021993	50021995	chr6_50021993_50021995_predictions
chr6	5004036	5004038	chr6_5004036_5004038_predictions
chr6	50049928	50049930	chr6_50049928_50049930_predictions
chr6	50713525	50713527	chr6_50713525_50713527_predictions
chr6	50818870	50818872	chr6_50818870_50818872_predictions
chr6	5085340	5085342	chr6_5085340_5085342_predictions
chr6	52087612	52087614	chr6_52087612_52087614_predictions
chr6	52186374	52186376	chr6_52186374_52186376_predictions
chr6	52244499	52244501	chr6_52244499_52244501_predictions
chr6	52284741	52284743	chr6_52284741_52284743_predictions
chr6	52362150	52362152	chr6_52362150_52362152_predictions
chr6	52420341	52420343	chr6_52420341_52420343_predictions
chr6	52577059	52577061	chr6_52577059_52577061_predictions
chr6	5260949	5260951	chr6_5260949_5260951_predictions
chr6	5261512	5261514	chr6_5261512_5261514_predictions
chr6	52671112	52671114	chr6_52671112_52671114_predictions
chr6	52763474	52763476	chr6_52763474_52763476_predictions
chr6	52803815	52803817	chr6_52803815_52803817_predictions
chr6	52840842	52840844	chr6_52840842_52840844_predictions
chr6	52909697	52909699	chr6_52909697_52909699_predictions
chr6	52995283	52995285	chr6_52995283_52995285_predictions
chr6	53041384	53041386	chr6_53041384_53041386_predictions
chr6	53061823	53061825	chr6_53061823_53061825_predictions
chr6	53065403	53065405	chr6_53065403_53065405_predictions
chr6	53065601	53065603	chr6_53065601_53065603_predictions
chr6	53148840	53148842	chr6_53148840_53148842_predictions
chr6	53348949	53348951	chr6_53348949_53348951_predictions
chr6	53545100	53545102	chr6_53545100_53545102_predictions
chr6	53665755	53665757	chr6_53665755_53665757_predictions
chr6	53795004	53795006	chr6_53795004_53795006_predictions
chr6	54111442	54111444	chr6_54111442_54111444_predictions
chr6	54308440	54308442	chr6_54308440_54308442_predictions
chr6	54846770	54846772	chr6_54846770_54846772_predictions
chr6	55174514	55174516	chr6_55174514_55174516_predictions
chr6	55327468	55327470	chr6_55327468_55327470_predictions
chr6	55579191	55579193	chr6_55579191_55579193_predictions
chr6	55875589	55875591	chr6_55875589_55875591_predictions
chr6	56247579	56247581	chr6_56247579_56247581_predictions
chr6	56954829	56954831	chr6_56954829_56954831_predictions
chr6	56955106	56955108	chr6_56955106_56955108_predictions
chr6	57046692	57046694	chr6_57046692_57046694_predictions
chr6	57090187	57090189	chr6_57090187_57090189_predictions
chr6	57172325	57172327	chr6_57172325_57172327_predictions
chr6	57222306	57222308	chr6_57222306_57222308_predictions
chr6	57317629	57317631	chr6_57317629_57317631_predictions
chr6	6006924	6006926	chr6_6006924_6006926_predictions
chr6	62286224	62286226	chr6_62286224_62286226_predictions
chr6	6320661	6320663	chr6_6320661_6320663_predictions
chr6	63211445	63211447	chr6_63211445_63211447_predictions
chr6	63319982	63319984	chr6_63319982_63319984_predictions
chr6	63572471	63572473	chr6_63572471_63572473_predictions
chr6	63572479	63572481	chr6_63572479_63572481_predictions
chr6	63635801	63635803	chr6_63635801_63635803_predictions
chr6	65301475	65301477	chr6_65301475_65301477_predictions
chr6	65707225	65707227	chr6_65707225_65707227_predictions
chr6	657099	657101	chr6_657099_657101_predictions
chr6	6588719	6588721	chr6_6588719_6588721_predictions
chr6	68635281	68635283	chr6_68635281_68635283_predictions
chr6	68635889	68635891	chr6_68635889_68635891_predictions
chr6	693138	693140	chr6_693138_693140_predictions
chr6	69797009	69797011	chr6_69797009_69797011_predictions
chr6	69866555	69866557	chr6_69866555_69866557_predictions
chr6	70303083	70303085	chr6_70303083_70303085_predictions
chr6	70413507	70413509	chr6_70413507_70413509_predictions
chr6	70566929	70566931	chr6_70566929_70566931_predictions
chr6	70667882	70667884	chr6_70667882_70667884_predictions
chr6	70957059	70957061	chr6_70957059_70957061_predictions
chr6	7107960	7107962	chr6_7107960_7107962_predictions
chr6	71288810	71288812	chr6_71288810_71288812_predictions
chr6	71886549	71886551	chr6_71886549_71886551_predictions
chr6	72622063	72622065	chr6_72622063_72622065_predictions
chr6	7313198	7313200	chr6_7313198_7313200_predictions
chr6	73225495	73225497	chr6_73225495_73225497_predictions
chr6	73263195	73263197	chr6_73263195_73263197_predictions
chr6	73354275	73354277	chr6_73354275_73354277_predictions
chr6	73362657	73362659	chr6_73362657_73362659_predictions
chr6	73369896	73369898	chr6_73369896_73369898_predictions
chr6	73394827	73394829	chr6_73394827_73394829_predictions
chr6	73452296	73452298	chr6_73452296_73452298_predictions
chr6	73461736	73461738	chr6_73461736_73461738_predictions
chr6	73521031	73521033	chr6_73521031_73521033_predictions
chr6	73653991	73653993	chr6_73653991_73653993_predictions
chr6	73696202	73696204	chr6_73696202_73696204_predictions
chr6	7389741	7389743	chr6_7389741_7389743_predictions
chr6	7389807	7389809	chr6_7389807_7389809_predictions
chr6	75206052	75206054	chr6_75206052_75206054_predictions
chr6	75243800	75243802	chr6_75243800_75243802_predictions
chr6	75284791	75284793	chr6_75284791_75284793_predictions
chr6	7541670	7541672	chr6_7541670_7541672_predictions
chr6	75493799	75493801	chr6_75493799_75493801_predictions
chr6	75601879	75601881	chr6_75601879_75601881_predictions
chr6	75749238	75749240	chr6_75749238_75749240_predictions
chr6	7590197	7590199	chr6_7590197_7590199_predictions
chr6	76072661	76072663	chr6_76072661_76072663_predictions
chr6	7726098	7726100	chr6_7726098_7726100_predictions
chr6	77463490	77463492	chr6_77463490_77463492_predictions
chr6	77653038	77653040	chr6_77653038_77653040_predictions
chr6	78867550	78867552	chr6_78867550_78867552_predictions
chr6	79078253	79078255	chr6_79078253_79078255_predictions
chr6	7910787	7910789	chr6_7910787_7910789_predictions
chr6	79234681	79234683	chr6_79234681_79234683_predictions
chr6	79537429	79537431	chr6_79537429_79537431_predictions
chr6	79631328	79631330	chr6_79631328_79631330_predictions
chr6	79947552	79947554	chr6_79947552_79947554_predictions
chr6	80004648	80004650	chr6_80004648_80004650_predictions
chr6	80106670	80106672	chr6_80106670_80106672_predictions
chr6	8064388	8064390	chr6_8064388_8064390_predictions
chr6	8102547	8102549	chr6_8102547_8102549_predictions
chr6	81752680	81752682	chr6_81752680_81752682_predictions
chr6	82247743	82247745	chr6_82247743_82247745_predictions
chr6	82363816	82363818	chr6_82363816_82363818_predictions
chr6	83065840	83065842	chr6_83065840_83065842_predictions
chr6	83067670	83067672	chr6_83067670_83067672_predictions
chr6	83193264	83193266	chr6_83193264_83193266_predictions
chr6	83193356	83193358	chr6_83193356_83193358_predictions
chr6	83431050	83431052	chr6_83431050_83431052_predictions
chr6	83512533	83512535	chr6_83512533_83512535_predictions
chr6	83709100	83709102	chr6_83709100_83709102_predictions
chr6	83853359	83853361	chr6_83853359_83853361_predictions
chr6	83859688	83859690	chr6_83859688_83859690_predictions
chr6	84033771	84033773	chr6_84033771_84033773_predictions
chr6	84227642	84227644	chr6_84227642_84227644_predictions
chr6	8435544	8435546	chr6_8435544_8435546_predictions
chr6	84764597	84764599	chr6_84764597_84764599_predictions
chr6	85450082	85450084	chr6_85450082_85450084_predictions
chr6	85593857	85593859	chr6_85593857_85593859_predictions
chr6	85642885	85642887	chr6_85642885_85642887_predictions
chr6	86937527	86937529	chr6_86937527_86937529_predictions
chr6	87095105	87095107	chr6_87095105_87095107_predictions
chr6	87155564	87155566	chr6_87155564_87155566_predictions
chr6	87322587	87322589	chr6_87322587_87322589_predictions
chr6	87329277	87329279	chr6_87329277_87329279_predictions
chr6	87344812	87344814	chr6_87344812_87344814_predictions
chr6	87407971	87407973	chr6_87407971_87407973_predictions
chr6	87472973	87472975	chr6_87472973_87472975_predictions
chr6	87589986	87589988	chr6_87589986_87589988_predictions
